SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
LWH0150;Рівень будівельний 150см СТАНДАРТ;ok;330.00;330.00;+0.00%;440.00;380.00;-13.64%;14.91%;Строительные уровни;Ні;*;Так;відсутній у фіді
LWH0200;Рівень будівельний 200см СТАНДАРТ;ok;433.00;433.00;+0.00%;570.00;500.00;-12.28%;14.91%;Строительные уровни;Ні;*;Так;відсутній у фіді
M266C;Струмовимірювальні кліщі з термопарою PROTESTER M266C;ok;1019.00;1019.00;+0.00%;1590.00;1180.00;-25.79%;15.51%;Мультиметры;Так;*;Так;подешевшало на 25.8%
MAN-AFRL804G;Манометр к блоку подготовки воздуха AIRKRAFT AFRL804 40мм 1/;ok;100.00;100.00;+0.00%;150.00;120.00;-20.00%;10.63%;Компоненты пневматики;Так;*;Так;подешевшало на 20.0%
MAN-BFC4000G;Манометр к блоку подготовки воздуха AIRKRAFT BFC4000 50мм 1/;ok;129.00;129.00;+0.00%;190.00;150.00;-21.05%;10.63%;Компоненты пневматики;Так;*;Так;подешевшало на 21.1%
MBP0801;Знімач підшипників маточини універсальний (Харків) ПОДШСТ-УН;ok;1401.00;1401.00;+0.00%;1770.00;1610.00;-9.04%;14.60%;Съемники подшипников;Ні;*;Так;відсутній у фіді
MC5-AIR;Компресорне масло 5л AIRKRAFT Premium 100 Compressor Oil MC5;ok;1630.00;1630.00;+0.00%;16140.00;1880.00;-88.35%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 88.4%
MFF0150;Напилок плоский 150мм СТАНДАРТ MFF0150;ok;61.00;61.00;+0.00%;100.00;70.00;-30.00%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді + подешевшало на 30.0%
MFF0200;Напилок плоский 200мм СТАНДАРТ MFF0200;ok;93.00;93.00;+0.00%;140.00;110.00;-21.43%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді + подешевшало на 21.4%
MFF0250;Напилок плоский 250мм СТАНДАРТ MFF0250;ok;132.00;132.00;+0.00%;190.00;150.00;-21.05%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді + подешевшало на 21.1%
MFF0300;Напилок плоский 300мм СТАНДАРТ MFF0300;ok;149.00;149.00;+0.00%;210.00;170.00;-19.05%;13.55%;Напильники и надфили;Ні;*;Так;відсутній у фіді
MG-OEM;Мастило гідравлічне 10л HM/HLP 32 OEM Hydraulic Oil for LAUN;ok;1700.00;2645.00;+55.59%;10760.00;3050.00;-71.65%;15.00%;default;Так;*;Так;подешевшало на 71.7%
MHGP1501;Знімач двох-трьохзахватний гідравлічний 15т СТАНДАРТ MHGP150;ok;6925.00;6925.00;+0.00%;8630.00;7940.00;-8.00%;14.60%;Гидравлические съемники;Ні;*;Так;відсутній у фіді
MHGP2001;Знімач двох-трьохзахватний гідравлічний 20т СТАНДАРТ MHGP200;ok;10289.00;10289.00;+0.00%;12810.00;11800.00;-7.88%;14.60%;Гидравлические съемники;Ні;*;Так;відсутній у фіді
MHGP3001;Знімач двох-трьохзахватний гідравлічний 30т СТАНДАРТ MHGP300;ok;12680.00;12680.00;+0.00%;15780.00;14540.00;-7.86%;14.60%;Гидравлические съемники;Ні;*;Так;відсутній у фіді
MHGP5002;Знімач двох-трьохзахватний гідравлічний 50т СТАНДАРТ MHGP500;ok;20297.00;20297.00;+0.00%;25240.00;23270.00;-7.81%;14.60%;Съемники подшипников;Ні;*;Так;відсутній у фіді
MP-200-1.4;Пістолет фарбувальний пневматичний тип HVLP нижній металевий;ok;1651.00;1651.00;+0.00%;4800.00;1870.00;-61.04%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 61.0%
MP-AIR;Масло для пневматического инструмента 1000 мл AIRKRAFT MP-AI;ok;493.00;681.00;+38.13%;3030.00;790.00;-73.93%;15.00%;default;Так;*;Так;подешевшало на 73.9%
MP12ST;"Монтировка 12"" L300мм СТАНДАРТ";ok;100.00;100.00;+0.00%;3510.00;120.00;-96.58%;13.94%;Инструменты для ремонта и восстановления шин;Так;*;Так;подешевшало на 96.6%
MP18ST;"Монтировка 18"" L450мм СТАНДАРТ";ok;142.00;142.00;+0.00%;260.00;170.00;-34.62%;13.94%;Инструменты для ремонта и восстановления шин;Так;*;Так;подешевшало на 34.6%
MP24ST;"Монтировка 24"" L600мм СТАНДАРТ";ok;184.00;184.00;+0.00%;310.00;210.00;-32.26%;13.94%;Инструменты для ремонта и восстановления шин;Так;*;Так;подешевшало на 32.3%
MPN0601;Діркопробивач по металу (ХЗСО) ДЫРКрЛ MPN-0601;ok;1254.00;1254.00;+0.00%;1590.00;1450.00;-8.81%;15.34%;Пробойники, зубила, бородки;Ні;*;Так;відсутній у фіді
MST-001;Набір шліфувальних каменів 10шт (3мм та 6мм) AIRKRAFT MST-00;ok;92.00;92.00;+0.00%;140.00;110.00;-21.43%;15.00%;default;Так;*;Так;подешевшало на 21.4%
MST-002;Набір шліфувальних каменів 5шт (6мм) AIRKRAFT MST-002;ok;72.00;72.00;+0.00%;360.00;80.00;-77.78%;10.47%;Пневмошлифмашины;Так;*;Так;подешевшало на 77.8%
MST-003;Набір шліфувальних каменів 5шт AIRKRAFT MST-003;ok;62.00;62.00;+0.00%;160.00;80.00;-50.00%;15.17%;Наборы инструментов;Так;*;Так;подешевшало на 50.0%
MTB300-1;Ящик інструментальний 300мм 1 відсік (ХЗСО) ЯЩ300-1 MTB300-1;ok;726.00;726.00;+0.00%;11720.00;840.00;-92.83%;14.95%;Ящики, сумки для инструментов;Ні;*;Так;відсутній у фіді + подешевшало на 92.8%
MTB440-3;Ящик інструментальний 440мм 3 відсіки (ХЗСО) ЯЩ430-3 MTB440-;ok;1187.00;1187.00;+0.00%;1500.00;1370.00;-8.67%;14.95%;Ящики, сумки для инструментов;Ні;*;Так;відсутній у фіді
MTB540-5;Ящик інструментальний 540мм 5 відсіків (ХЗСО) ЯЩ530-5 MTB540;ok;1470.00;1470.00;+0.00%;1850.00;1690.00;-8.65%;14.95%;Ящики, сумки для инструментов;Ні;*;Так;відсутній у фіді
MTGS0020;Різьбомір (дюймовий) PROTESTER MTGS0020;ok;52.00;52.00;+0.00%;90.00;60.00;-33.33%;15.00%;default;Так;*;Так;подешевшало на 33.3%
MEGAFOGER;"Генератор диму"" MegaFoger"" (12B)";ok;4500.00;4500.00;+0.00%;8240.00;5180.00;-37.14%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 37.1%
NK-100;Динамометр аналоговий пружинний універсальний (10 кг) PROTES;ok;3929.00;3929.00;+0.00%;32230.00;4540.00;-85.91%;15.34%;Силомеры, динамометры;Так;*;Так;подешевшало на 85.9%
NK-200;Динамометр аналоговий пружинний універсальний (20 кг) PROTES;ok;3929.00;3929.00;+0.00%;7760.00;4540.00;-41.49%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді + подешевшало на 41.5%
NK-30;Динамометр аналоговий пружинний універсальний (3 кг) PROTEST;ok;3929.00;3929.00;+0.00%;10590.00;4540.00;-57.13%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді + подешевшало на 57.1%
NK-300;Динамометр аналоговий пружинний універсальний (30 кг) PROTES;ok;3929.00;3929.00;+0.00%;15230.00;4540.00;-70.19%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді + подешевшало на 70.2%
NK-50;Динамометр аналоговий пружинний універсальний (5 кг) PROTEST;ok;3595.00;3595.00;+0.00%;8690.00;4150.00;-52.24%;15.34%;Силомеры, динамометры;Так;*;Так;подешевшало на 52.2%
NK-500;Динамометр аналоговий пружинний універсальний (50 кг) PROTES;ok;3929.00;3929.00;+0.00%;16170.00;4540.00;-71.92%;15.34%;Силомеры, динамометры;Ні;*;Так;відсутній у фіді + подешевшало на 71.9%
NKK6ST;Набір ключів комбінованих 6 од (8,10,12-14,17) на холдері СТ;ok;276.00;276.00;+0.00%;690.00;320.00;-53.62%;14.88%;Наборы ключей;Так;*;Так;подешевшало на 53.6%
NKK8ST;Набір ключів комбінованих 8 од (8-10,12-14,17,19) на холдері;ok;390.00;390.00;+0.00%;600.00;450.00;-25.00%;14.88%;Наборы ключей;Так;*;Так;подешевшало на 25.0%
NS-AB-17G-1.3;Форсунка для пістолетів фарбувальних AB-17G HVLP діаметр фор;ok;429.00;429.00;+0.00%;940.00;490.00;-47.87%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 47.9%
NS-AB-17G-1.4;Форсунка для пістолетів фарбувальних AB-17G HVLP діаметр фор;ok;429.00;429.00;+0.00%;1300.00;490.00;-62.31%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 62.3%
NS-AB-17G-1.7;Форсунка для пістолетів фарбувальних AB-17G HVLP діаметр фор;ok;429.00;429.00;+0.00%;920.00;490.00;-46.74%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 46.7%
NS-AB-17G-2.0;Форсунка для пістолетів фарбувальних AB-17G HVLP діаметр фор;ok;429.00;429.00;+0.00%;910.00;490.00;-46.15%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді + подешевшало на 46.2%
NS-AB-17G-2.5;Форсунка для пістолетів фарбувальних AB-17G HVLP діаметр фор;ok;429.00;429.00;+0.00%;1400.00;490.00;-65.00%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 65.0%
NS-D-951-MINI-0.5;Форсунка для пістолетів фарбувальних D-951-MINI HVLP діаметр;ok;980.00;980.00;+0.00%;1250.00;1110.00;-11.20%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-D-951-MINI-0.5LM;Форсунка для пістолетів фарбувальних D-951-MINI LVMP діаметр;ok;980.00;980.00;+0.00%;1250.00;1110.00;-11.20%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-D-951-MINI-1.2;Форсунка для пістолетів фарбувальних D-951-MINI HVLP діаметр;ok;980.00;980.00;+0.00%;1250.00;1110.00;-11.20%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-GFG-1.4;Форсунка для пістолетів фарбувальних GFG HVLP діаметр форсун;ok;1411.00;1411.00;+0.00%;1780.00;1600.00;-10.11%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-GLOSS-X1-1.3;Форсунка для пістолетів фарбувальних Gloss HVLP діаметр форс;ok;1549.00;1549.00;+0.00%;2510.00;1760.00;-29.88%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 29.9%
NS-GLOSS-X1-1.8;Форсунка для пістолетів фарбувальних Gloss HVLP діаметр форс;ok;1561.00;1561.00;+0.00%;2290.00;1770.00;-22.71%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 22.7%
NS-GLOSS-X1-1.8LM;Форсунка для пістолетів фарбувальних Gloss LVMP діаметр форс;ok;1549.00;1549.00;+0.00%;2230.00;1760.00;-21.08%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 21.1%
NS-H-2000P-0.8;Форсунка для пістолетів фарбувальних H-2000P HVLP діаметр фо;ok;223.00;223.00;+0.00%;570.00;260.00;-54.39%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 54.4%
NS-H-2000P-1.0;Форсунка для пістолетів фарбувальних H-2000P HVLP діаметр фо;ok;223.00;223.00;+0.00%;420.00;260.00;-38.10%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 38.1%
NS-H-2002-1.3;Форсунка для пістолетів фарбувальних H-2002 HVLP діаметр фор;ok;1239.00;1239.00;+0.00%;2020.00;1410.00;-30.20%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 30.2%
NS-H-2002-1.4;Форсунка для пістолетів фарбувальних H-2002 HVLP діаметр фор;ok;1239.00;1239.00;+0.00%;1990.00;1410.00;-29.15%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 29.1%
NS-H-2002-1.6;Форсунка для пістолетів фарбувальних H-2002 HVLP діаметр фор;ok;1344.00;1344.00;+0.00%;3060.00;1530.00;-50.00%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 50.0%
NS-H-2002-1.8;Форсунка для пістолетів фарбувальних H-2002 HVLP діаметр фор;ok;1239.00;1239.00;+0.00%;1920.00;1410.00;-26.56%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 26.6%
NS-H-5005-1.3LM;Форсунка для пістолетів фарбувальних H-5005 LVMP діаметр фор;ok;2737.00;2737.00;+0.00%;3430.00;3100.00;-9.62%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-H-5005-1.4LM;Форсунка для пістолетів фарбувальних H-5005 LVMP діаметр фор;ok;2737.00;2737.00;+0.00%;3430.00;3100.00;-9.62%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-H-827B-1.3;Форсунка для пістолетів фарбувальних H-827B HVLP діаметр фор;ok;342.00;342.00;+0.00%;510.00;390.00;-23.53%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 23.5%
NS-H-827B-1.4;Форсунка для пістолетів фарбувальних H-827B HVLP діаметр фор;ok;342.00;342.00;+0.00%;840.00;390.00;-53.57%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 53.6%
NS-H-827B-1.7;Форсунка для пістолетів фарбувальних H-827B HVLP діаметр фор;ok;342.00;342.00;+0.00%;520.00;390.00;-25.00%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 25.0%
NS-H-891-0.8;Форсунка для пістолетів фарбувальних H-891 HVLP діаметр форс;ok;560.00;560.00;+0.00%;860.00;640.00;-25.58%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 25.6%
NS-H-921-MINI-0.8;Форсунка для пістолетів фарбувальних H-921-MINI HVLP діаметр;ok;667.00;667.00;+0.00%;980.00;760.00;-22.45%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 22.4%
NS-H-923-1.3;Форсунка для пістолетів фарбувальних H-923 HVLP діаметр форс;ok;1088.00;1088.00;+0.00%;2970.00;1240.00;-58.25%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 58.2%
NS-H-970-1.4;Форсунка для пістолетів фарбувальних H-970 HVLP діаметр форс;ok;375.00;375.00;+0.00%;600.00;430.00;-28.33%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 28.3%
NS-H-970-2.0;Форсунка для пістолетів фарбувальних H-970 HVLP діаметр форс;ok;375.00;375.00;+0.00%;560.00;430.00;-23.21%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 23.2%
NS-HD-1-1.3LM;Форсунка для пістолетів фарбувальних HD-1 LVMP діаметр форсу;ok;1411.00;1411.00;+0.00%;6680.00;1600.00;-76.05%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді + подешевшало на 76.0%
NS-K-200-1.3;Форсунка для пістолетів фарбувальних K-200 LVMP діаметр форс;ok;547.00;547.00;+0.00%;1000.00;620.00;-38.00%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 38.0%
NS-K-200-2.5;Форсунка для пістолетів фарбувальних K-200 LVMP діаметр форс;ok;547.00;547.00;+0.00%;890.00;620.00;-30.34%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 30.3%
NS-K-350-1.2;Форсунка для пістолетів фарбувальних K-350 LVMP діаметр форс;ok;317.00;317.00;+0.00%;770.00;360.00;-53.25%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 53.2%
NS-L-897-1.4;Форсунка для пістолетів фарбувальних L-897 LVLP діаметр форс;ok;796.00;796.00;+0.00%;1180.00;910.00;-22.88%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 22.9%
NS-PQ-2U-2.0;Форсунка для пістолета фарбувального PQ-2U AEROPRO NS-PQ-2U-;ok;529.00;529.00;+0.00%;2630.00;600.00;-77.19%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 77.2%
NS-PS-2;Насадка керамічна для піскоструминного пістолету AUARITA NS-;ok;70.00;70.00;+0.00%;480.00;80.00;-83.33%;10.63%;Пневматические пескоструйные пистолеты;Так;*;Так;подешевшало на 83.3%
NS-PS-3;Насадка керамічна для піскоструминного пістолету AUARITA NS-;ok;87.00;87.00;+0.00%;1080.00;100.00;-90.74%;10.63%;Пневматические пескоструйные пистолеты;Так;*;Так;подешевшало на 90.7%
NS-PT-2/PT-8-2.0;Форсунка для пістолетів фарбувальних PT-2/PT-8 HP діаметр фо;ok;535.00;535.00;+0.00%;1400.00;610.00;-56.43%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 56.4%
NS-S-990-1.8;Форсунка для пістолетів фарбувальних S-990 HP діаметр форсун;ok;181.00;181.00;+0.00%;270.00;210.00;-22.22%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 22.2%
NS-S-990-2.0;Форсунка для пістолетів фарбувальних S-990 HP діаметр форсун;ok;181.00;181.00;+0.00%;1520.00;210.00;-86.18%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 86.2%
NS-ST-3000-1.4LM;Форсунка для пістолетів фарбувальних ST-3000 LVMP діаметр фо;ok;1214.00;1214.00;+0.00%;1750.00;1380.00;-21.14%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 21.1%
NS-ST-3000-1.6LM;Форсунка для пістолетів фарбувальних ST-3000 LVMP діаметр фо;ok;1214.00;1214.00;+0.00%;1540.00;1380.00;-10.39%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-ST-3000-1.8;Форсунка для пістолетів фарбувальних ST-3000 HVLP діаметр фо;ok;1214.00;1214.00;+0.00%;1540.00;1380.00;-10.39%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-SHINE-1.4;Форсунка для пістолетів фарбувальних Shine HVLP діаметр форс;ok;1624.00;1624.00;+0.00%;2050.00;1840.00;-10.24%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-SHINE-MINI-0.8;Форсунка для пістолетів фарбувальних Shine-MINI HVLP діаметр;ok;1181.00;1181.00;+0.00%;1650.00;1340.00;-18.79%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
NS-TTS-HV30-1.3;Форсунка для пістолетів фарбувальних TTS-HV30 HVLP діаметр ф;ok;1531.00;1531.00;+0.00%;6810.00;1740.00;-74.45%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді + подешевшало на 74.4%
NS-W-871-2.5;Форсунка для пістолетів фарбувальних W-871 HP діаметр форсун;ok;535.00;535.00;+0.00%;810.00;610.00;-24.69%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 24.7%
NTBT4004-X;Ящик для інструменту 4 секції 660(L)x307(W)x377(H)mm (TBT690;ok;9926.00;9926.00;+0.00%;12360.00;11410.00;-7.69%;14.95%;Ящики, сумки для инструментов;Ні;*;Так;відсутній у фіді
NITROMAC;Прилад для регулювання світла фар NitroMac;ok;25432.00;25432.00;+0.00%;31620.00;29250.00;-7.50%;15.00%;default;Ні;*;Так;відсутній у фіді
OG8;Маслонагнітаючий бачок 8л;ok;1458.00;1458.00;+0.00%;7190.00;1670.00;-76.77%;13.94%;Оборудование для замены масел и смазок;Так;*;Так;подешевшало на 76.8%
P630;"Степлер пневматичний під шпильку (PROFI) (0.64; 12-30) Ga23 ";ok;1874.00;1874.00;+0.00%;12710.00;2080.00;-83.63%;10.63%;Пневматические степлеры;Так;*;Так;подешевшало на 83.6%
PBKB2R2410;"Планка для головок (магнитная) TOPTUL 1/2""*240*10шт PBKB2R24";ok;405.00;405.00;+0.00%;530.00;470.00;-11.32%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді
PBKB2R2414;"Тримач для головок (планка магнітна) 1/4 ""* 240 * 14PCS TOPT";ok;605.00;605.00;+0.00%;780.00;700.00;-10.26%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді
PBKB4B26103;"Тримач для головок алюмінієвий TOPTUL (магнітна планка) 1/2""";ok;395.00;395.00;+0.00%;690.00;460.00;-33.33%;15.14%;Торцевые головки;Ні;*;Так;відсутній у фіді + подешевшало на 33.3%
PBW-053A;Сумка для інструменту 530x270x320 з колесами і телескопічною;ok;3913.00;3913.00;+0.00%;4890.00;4500.00;-7.98%;14.95%;Ящики, сумки для инструментов;Ні;*;Так;відсутній у фіді
PC-125GPR;Бачок пластиковий (внутрішня різьба M14*1) 125 мл AUARITA PC;ok;114.00;114.00;+0.00%;170.00;130.00;-23.53%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 23.5%
PC-600A;Бачок пластиковий (зовнішня різьба 3/8*1.337) 600 мл ITALCO ;ok;594.00;594.00;+0.00%;1150.00;680.00;-40.87%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 40.9%
PC-600D;Бачок пластиковий (зовнішня різьба 3/8*1.337) 600 мл ITALCO ;ok;738.00;738.00;+0.00%;1320.00;840.00;-36.36%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 36.4%
PC-600GPB;Бачок пластиковий (зовнішня різьба M14*1.25) 600 мл AUARITA ;ok;132.00;132.00;+0.00%;190.00;150.00;-21.05%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 21.1%
PC-600GPP;Бачок пластиковий (внутрішня різьба M16*1.5) 600 мл AUARITA ;ok;132.00;132.00;+0.00%;190.00;150.00;-21.05%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 21.1%
PCR6101;Знімач форсунок MERCEDES COMMON RAIL MB CDI 611 612 613 (ХЗС;ok;4455.00;4455.00;+0.00%;5560.00;5110.00;-8.09%;14.60%;Механические съемники;Ні;*;Так;відсутній у фіді
PL-1001;Фонарик карманный светодиодный (LED) аккумуляторный с магнит;ok;651.00;651.00;+0.00%;2680.00;750.00;-72.01%;15.00%;default;Так;*;Так;подешевшало на 72.0%
PLBN0106;"Плоскогубці з подовженими губками 6"" загнуті СТАНДАРТ PLBN01";ok;112.00;112.00;+0.00%;170.00;130.00;-23.53%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Так;*;Так;подешевшало на 23.5%
PLBN0108;"Плоскогубці з подовженими губками 8"" загнуті СТАНДАРТ PLBN01";ok;146.00;146.00;+0.00%;210.00;170.00;-19.05%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
PLDC0106;"Бокорізи 6"" СТАНДАРТ";ok;117.00;117.00;+0.00%;170.00;140.00;-17.65%;13.65%;Бокорезы, кусачки;Ні;*;Так;відсутній у фіді
PLDC0107;"Бокорізи 7"" СТАНДАРТ";ok;142.00;142.00;+0.00%;200.00;170.00;-15.00%;13.65%;Бокорезы, кусачки;Ні;*;Так;відсутній у фіді
PLHD0107;"Бокорізи 7"" посилені СТАНДАРТ PLHD0107";ok;126.00;126.00;+0.00%;180.00;150.00;-16.67%;13.65%;Бокорезы, кусачки;Ні;*;Так;відсутній у фіді
PLLN0106;"Плоскогубці з подовженими губками 6"" СТАНДАРТ PLLN0106";ok;113.00;113.00;+0.00%;170.00;130.00;-23.53%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді + подешевшало на 23.5%
PLRN0106;"Круглогубці 6"" СТАНДАРТ";ok;119.00;119.00;+0.00%;180.00;140.00;-22.22%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Так;*;Так;подешевшало на 22.2%
PLSC0107;"Плоскогубці з боковим різом 7"" СТАНДАРТ PLSC0107";ok;144.00;144.00;+0.00%;210.00;170.00;-19.05%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
PLSC0108;"Плоскогубці з боковим різом 8"" СТАНДАРТ PLSC0108";ok;163.00;163.00;+0.00%;230.00;190.00;-17.39%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
PLWP0110;"Плоскогубці переставні 10"" СТАНДАРТ PLWP0110";ok;208.00;208.00;+0.00%;290.00;240.00;-17.24%;15.00%;default;Ні;*;Так;відсутній у фіді
PLWP0112;"Плоскогубці переставні 12"" СТАНДАРТ PLWP0112";ok;271.00;271.00;+0.00%;360.00;310.00;-13.89%;13.65%;Пассатижи, плоскогубцы, тонкогубцы;Ні;*;Так;відсутній у фіді
PLWS0106;"Кліщі для зняття ізоляції 6"" СТАНДАРТ";ok;132.00;132.00;+0.00%;190.00;160.00;-15.79%;15.00%;default;Ні;*;Так;відсутній у фіді
PM18C;Мультіметр цифровий багатофункціональний з True RMS PROTESTE;ok;1437.00;1437.00;+0.00%;1810.00;1660.00;-8.29%;15.51%;Мультиметры;Ні;*;Так;відсутній у фіді
PM300;Цифровий кишеньковий мультиметр PROTESTER PM300;ok;574.00;574.00;+0.00%;1900.00;670.00;-64.74%;15.51%;Мультиметры;Так;*;Так;подешевшало на 64.7%
PM5900;Тестер чергування фаз PROTESTER PM5900;ok;1650.00;1650.00;+0.00%;2080.00;1900.00;-8.65%;15.00%;default;Ні;*;Так;відсутній у фіді
PM6519A;Безконтактний інфрачервоний термометр (пірометр) -50-380° C ;ok;1267.00;1267.00;+0.00%;1600.00;1460.00;-8.75%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
PM6519B;Безконтактний інфрачервоний термометр (пірометр) -50-550° C ;ok;1437.00;1437.00;+0.00%;1810.00;1650.00;-8.84%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
PM830;Цифровий мультиметр PROTESTER PM830;ok;660.00;660.00;+0.00%;1060.00;770.00;-27.36%;15.51%;Мультиметры;Ні;*;Так;відсутній у фіді + подешевшало на 27.4%
PMT-0316;Рулетка професійна з автостопом полотна і магнітом 3м * 16мм;ok;102.00;102.00;+0.00%;160.00;120.00;-25.00%;15.17%;Измерительные рулетки;Так;*;Так;подешевшало на 25.0%
PMT-7E25;Рулетка професійна з автостопом полотна 7,5м * 25мм СТАНДАРТ;ok;131.00;131.00;+0.00%;190.00;160.00;-15.79%;15.17%;Измерительные рулетки;Ні;*;Так;відсутній у фіді
PPN-4000K;Підйомник ножничний пневматичний PPN-4000K 4т AIRKRAFT;ok;91476.00;91476.00;+0.00%;113670.00;104920.00;-7.70%;14.69%;Подъемники автомобильные;Ні;*;Так;відсутній у фіді
PQ-2U-1.8;Пістолет фарбувальний пневматичний тип HP ніжнметалбачок для;ok;1480.00;1480.00;+0.00%;2740.00;1680.00;-38.69%;13.20%;Пневматические краскопульты;Так;*;Так;подешевшало на 38.7%
PR12;Шланг полиуретановый армированный в бухте PR 50м 8*12мм AIRK;ok;2786.00;2786.00;+0.00%;12340.00;3210.00;-73.99%;15.00%;default;Так;*;Так;подешевшало на 74.0%
PR14;Шланг полиуретановый армированный в бухте PR 50м 10*14мм AIR;ok;3777.00;3777.00;+0.00%;6770.00;4350.00;-35.75%;15.00%;default;Так;*;Так;подешевшало на 35.7%
PR3812;"Перехідник з отвором 3/8""х1/2""";ok;69.00;69.00;+0.00%;120.00;80.00;-33.33%;15.14%;Торцевые головки;Так;*;Так;подешевшало на 33.3%
PR8;Шланг полиуретановый армированный в бухте PR 50м 5,5*8мм AIR;ok;1632.00;1632.00;+0.00%;3920.00;1880.00;-52.04%;15.00%;default;Так;*;Так;подешевшало на 52.0%
PRO-JS158;Пусковий зарядний пристрій для автомобіля (Бустер) з компрес;ok;4840.00;4840.00;+0.00%;6040.00;5570.00;-7.78%;15.00%;default;Ні;*;Так;відсутній у фіді
