SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
GED1912;Набір інструменту комбінований 19од (В ложементі тип D) TOPT;ok;10047.00;10047.00;+0.00%;12510.00;11580.00;-7.43%;15.17%;Наборы инструментов;Так;*;Ні;
GED1916;Набір інструменту комбінований 19од (В ложементі тип D) TOPT;ok;6033.00;6033.00;+0.00%;7520.00;6950.00;-7.58%;15.17%;Наборы инструментов;Так;*;Ні;
GED2065;Набір інструменту електроізольованого VDE 20од (В ложементі ;ok;5905.00;5905.00;+0.00%;7360.00;6810.00;-7.47%;15.17%;Наборы инструментов;Так;*;Ні;
GED2105;Набір інструменту комбінований 21од (В ложементі) TOPTUL GED;ok;9272.00;9272.00;+0.00%;11550.00;10680.00;-7.53%;15.17%;Наборы инструментов;Так;*;Ні;
GED2224;Набір інструменту комбінований 22од (В ложементі) TOPTUL GED;ok;5299.00;5299.00;+0.00%;6610.00;6110.00;-7.56%;15.17%;Наборы инструментов;Ні;*;Так;відсутній у фіді
GED2332;Набір інструменту комбінованого 23од (в ложементі тип D) TOP;ok;10872.00;10872.00;+0.00%;13540.00;12530.00;-7.46%;15.17%;Наборы инструментов;Так;*;Ні;
GED2764;Набір інструменту електроізольованого VDE 27од (В ложементі ;ok;18211.00;18211.00;+0.00%;22650.00;20980.00;-7.37%;15.17%;Наборы инструментов;Так;*;Ні;
GED2813;Набір ключів комбінованих і накидних 6-27мм 28од (В ложемент;ok;6655.00;6655.00;+0.00%;8300.00;7670.00;-7.59%;15.17%;Наборы инструментов;Так;*;Ні;
GED2820;Набір ключів комбінованих і накидних 6-32мм 28ед (В ложемент;ok;7242.00;7242.00;+0.00%;9030.00;8350.00;-7.53%;15.17%;Наборы инструментов;Так;*;Ні;
GED3025;Набір ключів комбінованих 6-38мм 30од (В ложементі) TOPTUL G;ok;11600.00;11600.00;+0.00%;14440.00;13360.00;-7.48%;15.17%;Наборы инструментов;Так;*;Ні;
GED3062;Набір ключів електроізольованих (1000V) VDE 30од (В ложемент;ok;25572.00;25572.00;+0.00%;31800.00;29460.00;-7.36%;15.17%;Наборы инструментов;Так;*;Ні;
GED3102;Набір інструменту комбінований 31од (В ложементі) TOPTUL GED;ok;5066.00;5066.00;+0.00%;6320.00;5840.00;-7.59%;15.17%;Наборы инструментов;Так;*;Ні;
GED3108;"Набір інструменту метр + Дюймового 3/4"" 31од (В ложементі) T";ok;13688.00;13688.00;+0.00%;17030.00;15770.00;-7.40%;15.17%;Наборы инструментов;Так;*;Ні;
GED4863;Набір інструменту електроізольованого VDE 48од (В ложементі ;ok;21758.00;21758.00;+0.00%;27060.00;25060.00;-7.39%;15.17%;Наборы инструментов;Так;*;Ні;
GEDB117;"Набір інструменту 1/4 "" 1/2"" 111ед (в ложементі) TOPTUL GEDB";ok;10279.00;10279.00;+0.00%;12800.00;11840.00;-7.50%;15.17%;Наборы инструментов;Так;*;Ні;
GEDC611;"Набір інструменту 1/4 "" 3/8"" 1/2 ""126 од (в ложементі) TOPTU";ok;10712.00;10712.00;+0.00%;13340.00;12340.00;-7.50%;15.17%;Наборы инструментов;Так;*;Ні;
GFE-0601;Набір викруток 6 од PRO-PLUS SERIES TOPTUL GFE-0601;ok;1028.00;1028.00;+0.00%;1310.00;1190.00;-9.16%;15.29%;Отвертки;Так;*;Ні;
GFE-0602;Набір ударних викруток із шестигранником 6 од PRO-PLUS SERIE;ok;1546.00;1546.00;+0.00%;1950.00;1790.00;-8.21%;15.29%;Отвертки;Так;*;Ні;
GFE-0605;Набір викруток електроізольованих (1000V) VDE 6од TOPTUL GFE;ok;817.00;817.00;+0.00%;1040.00;950.00;-8.65%;15.29%;Отвертки;Так;*;Ні;
GFE-0701;Набір викруток електроізольованих (1000V) VDE 7од TOPTUL GFE;ok;1075.00;1075.00;+0.00%;1360.00;1240.00;-8.82%;15.29%;Отвертки;Так;*;Ні;
GFE-0801;Набір викруток 8 од PRO-PLUS SERIES TOPTUL GFE-0801;ok;1077.00;1077.00;+0.00%;1370.00;1250.00;-8.76%;15.29%;Отвертки;Так;*;Ні;
GFE-1101;Набір викруток 11 од PRO-PLUS SERIES TOPTUL GFE-1101;ok;1629.00;1629.00;+0.00%;2050.00;1880.00;-8.29%;15.29%;Отвертки;Так;*;Ні;
GFG-1.4;Пневмопістолет лакофарбовий HVLP ВП бачок 600 мл 1,4 мм ITAL;ok;5332.00;5332.00;+0.00%;6720.00;6040.00;-10.12%;13.20%;Пневматические краскопульты;Ні;*;Так;відсутній у фіді
GI03010;Озонатор повітря промисловий 10 г/годину (генератор озона) G;ok;7260.00;7260.00;+0.00%;9050.00;8350.00;-7.73%;15.00%;default;Так;*;Ні;
GI03020;Озонатор повітря промисловий 20 г/годину (генератор озона) G;ok;7986.00;7986.00;+0.00%;9950.00;9190.00;-7.64%;15.00%;default;Так;*;Ні;
GI03030-12V;Озонатор повітря автомобільний 10 г/годину від прикурювача 1;ok;7986.00;7986.00;+0.00%;9950.00;9190.00;-7.64%;15.00%;default;Так;*;Ні;
GI12111;Спотер по алюмінію та сталі 220V 2.5A GI KRAFT GI12111;ok;113740.00;113740.00;+0.00%;141330.00;130500.00;-7.66%;14.73%;Аппараты контактной сварки;Ні;*;Так;відсутній у фіді
GI12112-220;Спотер 220V 5800A ж/к дисплей автом режими;ok;40172.00;40172.00;+0.00%;49940.00;46090.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12112-380;Спотер 380V 5800A ж/к дисплей автом режими;ok;40172.00;40172.00;+0.00%;49940.00;46090.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12113X;Апарат точкового рихтування з кліщами GIKRAFT GI12113X;ok;99220.00;99220.00;+0.00%;123290.00;113840.00;-7.66%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12114-220;Спотер 220V 5200A цифровий дисплей;ok;31944.00;31944.00;+0.00%;39710.00;36650.00;-7.71%;14.73%;Аппараты контактной сварки;Ні;*;Так;відсутній у фіді
GI12114-380;Спотер 380V 5200A цифровий дисплей;ok;31944.00;31944.00;+0.00%;39710.00;36650.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12115-220;Спотер 220V 4000A;ok;28072.00;28072.00;+0.00%;34900.00;32210.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12115-380;Спотер 380V 4000A;ok;28072.00;28072.00;+0.00%;34900.00;32210.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12116;Спотер інверторний автоматичний 220V 1200A;ok;25652.00;25652.00;+0.00%;31900.00;29440.00;-7.71%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12117;Спотер інверторний автоматичний 380V 1600A GI KRAFT GI12117;ok;45980.00;45980.00;+0.00%;57150.00;52760.00;-7.68%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12124;Комплект для ремонту пластикових деталей;ok;12778.00;12778.00;+0.00%;15900.00;14670.00;-7.74%;14.73%;Аппараты контактной сварки;Так;*;Ні;
GI12150;Комплект аксесуарів до спотера;ok;9370.00;9370.00;+0.00%;11670.00;10760.00;-7.80%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12151;Рифлена лінія (15шт);ok;275.00;275.00;+0.00%;370.00;320.00;-13.51%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12152;ОТ-шайба (50шт);ok;774.00;774.00;+0.00%;990.00;890.00;-10.10%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12153;Трикутна пластина (20шт);ok;411.00;411.00;+0.00%;540.00;480.00;-11.11%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12154;Болт (50шт);ok;774.00;774.00;+0.00%;990.00;890.00;-10.10%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12155;Шайба ( 50 шт);ok;678.00;678.00;+0.00%;870.00;780.00;-10.34%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12156;Зажим шайби;ok;282.00;282.00;+0.00%;380.00;330.00;-13.16%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12157;Зажим бовта;ok;456.00;456.00;+0.00%;590.00;530.00;-10.17%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12158;Kryptol затиск;ok;304.00;304.00;+0.00%;410.00;350.00;-14.63%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12159;Вуглецевий стержень;ok;90.00;90.00;+0.00%;140.00;110.00;-21.43%;14.73%;Комплектующие для сварки и пайки;Так;*;Так;подешевшало на 21.4%
GI12160;Клейєвий стержень;ok;39.00;39.00;+0.00%;80.00;50.00;-37.50%;14.73%;Комплектующие для сварки и пайки;Так;*;Так;подешевшало на 37.5%
GI12161;Затиск під вуглецевий стрижень 10мм;ok;282.00;282.00;+0.00%;380.00;330.00;-13.16%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12162;Тримач електрода;ok;968.00;968.00;+0.00%;1230.00;1120.00;-8.94%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12163;Зажим шайби OT -шайби;ok;339.00;339.00;+0.00%;450.00;390.00;-13.33%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12164;Електрод для точкового зварювання;ok;352.00;352.00;+0.00%;510.00;410.00;-19.61%;15.00%;default;Ні;*;Так;відсутній у фіді
GI12165;Електрод для хвилястого дроту;ok;282.00;282.00;+0.00%;410.00;330.00;-19.51%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12167;Болт алюмінієвий 4мм (50шт);ok;617.00;617.00;+0.00%;790.00;710.00;-10.13%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12168;Болт алюмінієвий 5мм (50шт);ok;617.00;617.00;+0.00%;790.00;710.00;-10.13%;14.73%;Комплектующие для сварки и пайки;Ні;*;Так;відсутній у фіді
GI12201;Комплект пристосувань для беззварювального рихтування;ok;12584.00;12584.00;+0.00%;15660.00;14440.00;-7.79%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12202;Гребінка (насадка для зворотного молотка);ok;1065.00;1065.00;+0.00%;1350.00;1230.00;-8.89%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12203;Зворотній молоток до спотера (з крюком);ok;1839.00;1839.00;+0.00%;2310.00;2120.00;-8.23%;15.00%;default;Так;*;Ні;
GI12204;Зворотній молоток до спотера (під трикутні пластини);ok;1839.00;1839.00;+0.00%;2310.00;2110.00;-8.66%;14.73%;Комплектующие для сварки и пайки;Так;*;Ні;
GI12205;Рихтувальне пристосування 850мм 4 упора;ok;26136.00;26136.00;+0.00%;32500.00;30060.00;-7.51%;15.00%;default;Так;*;Ні;
GI12206;Пневмоприсоска рихтувальна;ok;3388.00;3388.00;+0.00%;4240.00;3900.00;-8.02%;15.00%;default;Так;*;Ні;
GI12207;Рихтувальне пристосування 1 упор GI 12207;ok;6292.00;6292.00;+0.00%;7850.00;7240.00;-7.77%;15.00%;default;Ні;*;Так;відсутній у фіді
GI12208;"Рихтувальне пристосування"" пулер""";ok;6776.00;6776.00;+0.00%;8450.00;7800.00;-7.69%;15.00%;default;Так;*;Ні;
GI12209;Рихтувальне пристосування 750мм 2 упору;ok;22748.00;22748.00;+0.00%;28290.00;26170.00;-7.49%;15.00%;default;Так;*;Ні;
GI12225;Комплект для безфарбувального видалення вм'ятин (індукційног;ok;31460.00;31460.00;+0.00%;39110.00;36180.00;-7.49%;15.00%;default;Так;*;Ні;
GI13110-220;Зварювальний напівавтомат 0.8-1.0мм 220В 10.6А GIKRAFT GI131;ok;37752.00;37752.00;+0.00%;46930.00;43420.00;-7.48%;15.00%;default;Ні;*;Так;відсутній у фіді
GI13111;Зварювальний напівавтомат 0.8-1.0мм 220В 10.8А;ok;39083.00;39083.00;+0.00%;48580.00;44950.00;-7.47%;15.00%;default;Так;*;Ні;
GI13111-380;Зварювальний напівавтомат 0.8-1.0мм 380В 10.8А;ok;41140.00;41140.00;+0.00%;51140.00;47320.00;-7.47%;15.00%;default;Так;*;Ні;
GI13112;Зварювальний напівавтомат 0.8-1.0мм 380В 3 фази 13.6A;ok;45520.00;45520.00;+0.00%;56580.00;52350.00;-7.48%;15.00%;default;Так;*;Ні;
GI13114-220;Зварювальний напівавтомат інверторний 220В 12А сталь 0.6-1.2;ok;55176.00;55176.00;+0.00%;68580.00;63460.00;-7.47%;15.00%;default;Ні;*;Так;відсутній у фіді
GI13114-380;Зварювальний напівавтомат інверторний 380В 12А сталь 0.6-1.2;ok;56144.00;56144.00;+0.00%;69780.00;64570.00;-7.47%;15.00%;default;Так;*;Ні;
GI13115-380;Зварювальний напівавтомат інверторний 380В 17А сталь 0.6-1.2;ok;65340.00;65340.00;+0.00%;81200.00;75150.00;-7.45%;15.00%;default;Так;*;Ні;
GI15005;Інфрачервона короткохвильова сушка (1х1000W 40°C-100°C 0-60х;ok;10340.00;10340.00;+0.00%;12870.00;11900.00;-7.54%;15.00%;default;Так;*;Ні;
GI15008;Інфрачервона короткохвильова сушка (2х1000W 40°C-100°C 0-60х;ok;19360.00;19360.00;+0.00%;24080.00;22270.00;-7.52%;15.00%;default;Так;*;Ні;
GI15111;Інфрачервона короткохвильова сушка (3х1000W 0-99мин цифровой;ok;30008.00;30008.00;+0.00%;37310.00;34510.00;-7.50%;15.00%;default;Так;*;Ні;
GI15112;Інфрачервона короткохвильова сушка (3х1000W 40°C-100°C 0-99м;ok;36300.00;36300.00;+0.00%;45130.00;41750.00;-7.49%;15.00%;default;Так;*;Ні;
GI15113;Інфрачервона короткохвильова сушка (3х1100W 40° C-100° C 0-9;ok;55660.00;55660.00;+0.00%;69180.00;64010.00;-7.47%;15.00%;default;Ні;*;Так;відсутній у фіді
GI15115;Інфрачервона короткохвильова сушка (4х1000W 40° C-100° C 0-9;ok;74580.00;74580.00;+0.00%;92680.00;85770.00;-7.46%;15.00%;default;Так;*;Ні;
GI19112;Стенд для діагностики та чищення форсунок (6 форсунок візок ;ok;41140.00;41140.00;+0.00%;51140.00;47320.00;-7.47%;15.00%;default;Так;*;Ні;
GI19113;Стенд для діагностики та чищення форсунок (6 форсунок візок ;ok;48400.00;48400.00;+0.00%;60160.00;55660.00;-7.48%;15.00%;default;Ні;*;Так;відсутній у фіді
GI19114;Стенд для діагностики та чищення форсунок (6 форсунок візок ;ok;53240.00;53240.00;+0.00%;66170.00;61230.00;-7.47%;15.00%;default;Так;*;Ні;
GI20111;Набір для чищення системи інжектора;ok;10164.00;10164.00;+0.00%;12660.00;11690.00;-7.66%;15.00%;default;Так;*;Ні;
GI20113;Набір для чищення системи інжектора PRO-Line;ok;15004.00;15004.00;+0.00%;18670.00;17260.00;-7.55%;15.00%;default;Так;*;Ні;
GI20201;Ультразвукова ванна 400x300x250мм 500W;ok;55660.00;55660.00;+0.00%;69180.00;64010.00;-7.47%;15.00%;default;Ні;*;Так;відсутній у фіді
GI35111;Пуско-зарядний пристрій 12/24V пусковий струм 335A 220V;ok;13068.00;13068.00;+0.00%;16260.00;15030.00;-7.56%;15.00%;default;Так;*;Ні;
GI35112;Пуско-зарядний пристрій 12/24V пусковий струм 1000A 220V GI ;ok;15400.00;15400.00;+0.00%;19160.00;17710.00;-7.57%;15.00%;default;Так;*;Ні;
GI35113;Пуско-зарядний пристрій 12/24V пусковий струм 1500A 380V;ok;26620.00;26620.00;+0.00%;33100.00;30620.00;-7.49%;15.00%;default;Так;*;Ні;
GI35114;Пуско-зарядний пристрій 12/24V 1800A GI35114 GIKRAFT;ok;31460.00;31460.00;+0.00%;39110.00;36180.00;-7.49%;15.00%;default;Так;*;Ні;
GI35115;Пуско-зарядний пристрій 12/24V 3600A;ok;45980.00;45980.00;+0.00%;57150.00;52880.00;-7.47%;15.00%;default;Так;*;Ні;
GI37101;Візок інструментальний (3 відкриті полиці) GI KRAFT GI37101;ok;4737.00;4737.00;+0.00%;5910.00;5450.00;-7.78%;14.95%;Шкафы, тумбы и тележки инструментальные;Так;*;Ні;
GI37102;Візок інструментальний (1 секція 3 відкриті полиці);ok;6716.00;6716.00;+0.00%;8370.00;7730.00;-7.65%;14.95%;Шкафы, тумбы и тележки инструментальные;Так;*;Ні;
GI37103;Візок інструментальний (3 відкриті полиці,2 навісних ящика) ;ok;4804.00;4804.00;+0.00%;6000.00;5530.00;-7.83%;14.95%;Шкафы, тумбы и тележки инструментальные;Так;*;Ні;
GI37207;Верстат сталевий 151x84x87;ok;23426.00;23426.00;+0.00%;29130.00;26940.00;-7.52%;15.00%;default;Ні;*;Так;відсутній у фіді
GI38105;Поворотний стенд для фарбування автомобільних деталей GIKRAF;ok;13068.00;13068.00;+0.00%;16260.00;15030.00;-7.56%;15.00%;default;Так;*;Ні;
GIZMATIС3045;Набір для відновлення геометрії клапана (ХЗСО) GIZMATIС3045;ok;9848.00;9848.00;+0.00%;12260.00;11330.00;-7.59%;15.00%;default;Ні;*;Так;відсутній у фіді
GLOSS-2-1.3;Пістолет фарбувальний пневматичний HVLP верхній пластиковий ;ok;4592.00;4592.00;+0.00%;5730.00;5200.00;-9.25%;13.20%;Пневматические краскопульты;Так;*;Ні;
GLOSS-2-1.3LM;Пістолет фарбувальний пневматичний LVMP верхній пластиковий ;ok;4592.00;4592.00;+0.00%;5730.00;5200.00;-9.25%;13.20%;Пневматические краскопульты;Так;*;Ні;
GLOSS-2-1.4;Пістолет фарбувальний пневматичний HVLP верхній пластиковий ;ok;4592.00;4592.00;+0.00%;5730.00;5200.00;-9.25%;13.20%;Пневматические краскопульты;Так;*;Ні;
GLOSS-2-1.4LM;Пістолет фарбувальний пневматичний LVMP верхній пластиковий ;ok;4592.00;4592.00;+0.00%;5730.00;5200.00;-9.25%;13.20%;Пневматические краскопульты;Так;*;Ні;
GM100;Товщиномір ультразвуковий 1,2-225мм BENETECH GM100;ok;4876.00;4876.00;+0.00%;13660.00;5550.00;-59.37%;13.71%;Толщиномеры;Так;*;Так;подешевшало на 59.4%
GM100X;Товщиномір ультразвуковий 1,2-300мм BENETECH GM100X;ok;5239.00;5239.00;+0.00%;12940.00;5960.00;-53.94%;13.71%;Толщиномеры;Ні;*;Так;відсутній у фіді + подешевшало на 53.9%
GM1010;Вимірювач рівня освітлення (Люксметр) BENETECH GM1010;ok;927.00;927.00;+0.00%;1180.00;1070.00;-9.32%;14.69%;Люксметры;Так;*;Ні;
GM1020;Вимірювач рівня освітлення (Люксметр) + термометр USB BENETE;ok;1613.00;1613.00;+0.00%;2300.00;1850.00;-19.57%;14.69%;Люксметры;Так;*;Ні;
GM1030;Вимірювач рівня освітлення (Люксметр) + термометр USB Blueto;ok;2181.00;2181.00;+0.00%;2740.00;2510.00;-8.39%;14.69%;Люксметры;Ні;*;Так;відсутній у фіді
GM1030C;Вимірювач рівня освітлення (Люксметр) + термометр BENETECH G;ok;1668.00;1668.00;+0.00%;2100.00;1920.00;-8.57%;14.69%;Люксметры;Ні;*;Так;відсутній у фіді
GM1150;Безконтактний інфрачервоний термометр (пірометр) -30-1150° C;ok;3403.00;3403.00;+0.00%;4260.00;3910.00;-8.22%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1150A;Безконтактний інфрачервоний термометр (пірометр) -30-1150° C;ok;4604.00;4604.00;+0.00%;5750.00;5290.00;-8.00%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1250;Безконтактний інфрачервоний термометр (пірометр) -30-1250° C;ok;4245.00;4245.00;+0.00%;5810.00;4870.00;-16.18%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
GM130;Товщиномір ультразвуковий 1-300мм BENETECH GM130;ok;8762.00;8762.00;+0.00%;18930.00;9970.00;-47.33%;13.71%;Толщиномеры;Так;*;Так;подешевшало на 47.3%
GM1311;Харчовий термометр -50-300° C BENETECH GM1311;ok;290.00;290.00;+0.00%;390.00;340.00;-12.82%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1312;Термопарний термометр -250-1767° C BENETECH GM1312;ok;1109.00;1109.00;+0.00%;1410.00;1280.00;-9.22%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1350;Безконтактний інфрачервоний термометр (пірометр) -30-1350° C;ok;4840.00;4840.00;+0.00%;6040.00;5560.00;-7.95%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1351;Вимірювач рівня шуму (шумомір) BENETECH GM1351;ok;796.00;796.00;+0.00%;1020.00;920.00;-9.80%;14.69%;Шумомеры;Так;*;Ні;
GM1352;Вимірювач рівня шуму (шумомір) BENETECH GM1352;ok;913.00;913.00;+0.00%;1160.00;1050.00;-9.48%;14.69%;Шумомеры;Так;*;Ні;
GM1356;Вимірювач рівня шуму (шумомір) фільтр А/С USB BENETECH GM135;ok;2158.00;2158.00;+0.00%;2710.00;2480.00;-8.49%;14.69%;Шумомеры;Ні;*;Так;відсутній у фіді
GM1357;Вимірювач рівня шуму (шумомір) фільтр А/С BENETECH GM1357;ok;1787.00;1787.00;+0.00%;2250.00;2050.00;-8.89%;14.69%;Шумомеры;Ні;*;Так;відсутній у фіді
GM1358;Вимірювач рівня шуму (шумомір) фільтр А/С BENETECH GM1358;ok;1612.00;1612.00;+0.00%;2030.00;1850.00;-8.87%;14.69%;Шумомеры;Так;*;Ні;
GM1360;Термогігрометр 5-98% -10-50° C BENETECH GM1360;ok;1609.00;1609.00;+0.00%;2030.00;1850.00;-8.87%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
GM1360A;Термогігрометр USB 0-100% -30-80° C BENETECH GM1360A;ok;2248.00;2248.00;+0.00%;2820.00;2590.00;-8.16%;15.00%;default;Так;*;Ні;
GM1361;Термогігрометр термопара 0-100% -10-50° C BENETECH GM1361;ok;2226.00;2226.00;+0.00%;2790.00;2560.00;-8.24%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1361X;Термогігрометр термопара Bluetooth 0-100% -10-50° C BENETECH;ok;3027.00;3027.00;+0.00%;3790.00;3490.00;-7.92%;15.00%;default;Так;*;Ні;
GM1362;Термогігрометр 0-100% -30-70° C BENETECH GM1362;ok;1047.00;1047.00;+0.00%;1330.00;1210.00;-9.02%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1365;Реєстратор даних вологості і температури USB 0-100% -30-80° ;ok;2554.00;2554.00;+0.00%;3200.00;2940.00;-8.12%;15.00%;default;Так;*;Ні;
GM1366;Реєстратор даних температури USB -30-80° C BENETECH GM1366;ok;2099.00;2099.00;+0.00%;2640.00;2410.00;-8.71%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1370;Реєстратор даних температури NFC (одноразовий) -25°C-60°C 40;ok;747.00;747.00;+0.00%;960.00;860.00;-10.42%;15.00%;default;Так;*;Ні;
GM1371;Термогігрометр 10-99% -9.9~60°C BENETECH GM1371;ok;401.00;401.00;+0.00%;530.00;460.00;-13.21%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1372;Термогігрометр з магнітним кріпленням 10-99% -9.9~60°C BENET;ok;484.00;484.00;+0.00%;1710.00;560.00;-67.25%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 67.3%
GM1500;Безконтактний інфрачервоний термометр (пірометр) -30-1500° C;ok;5544.00;5544.00;+0.00%;6920.00;6360.00;-8.09%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1650;Безконтактний інфрачервоний термометр (пірометр) 200-1650° C;ok;6486.00;6486.00;+0.00%;8090.00;7440.00;-8.03%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1651;Безконтактний інфрачервоний термометр (пірометр) USB -30-165;ok;7120.00;7120.00;+0.00%;8870.00;8170.00;-7.89%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM1850;Безконтактний інфрачервоний термометр (пірометр) RS232 200-1;ok;10450.00;10450.00;+0.00%;13010.00;11990.00;-7.84%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM210;Товщиномір лакофарбових покриттів Fe 0-1800мкм BENETECH GM21;ok;4456.00;4456.00;+0.00%;5560.00;5070.00;-8.81%;13.71%;Толщиномеры;Так;*;Ні;
GM211;Товщиномір лакофарбових покриттів Fe/nFe 0-1500мкм BENETECH ;ok;5438.00;5438.00;+0.00%;6780.00;6190.00;-8.70%;13.71%;Толщиномеры;Так;*;Ні;
GM220;Товщиномір лакофарбових покриттів Fe 0-1800мкм BENETECH GM22;ok;10912.00;10912.00;+0.00%;13580.00;12410.00;-8.62%;13.71%;Толщиномеры;Ні;*;Так;відсутній у фіді
GM2200;Безконтактний інфрачервоний термометр (пірометр) RS232 200-2;ok;12910.00;12910.00;+0.00%;16070.00;14810.00;-7.84%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM270;Безконтактний інфрачервоний термометр (пірометр) -32-280° C ;ok;528.00;528.00;+0.00%;6620.00;610.00;-90.79%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 90.8%
GM280;Товщиномір лакофарбових покриттів nFe 0-1500мкм BENETECH GM2;ok;13094.00;13094.00;+0.00%;16300.00;14890.00;-8.65%;13.71%;Толщиномеры;Ні;*;Так;відсутній у фіді
GM280F;Товщиномір лакофарбових покриттів Fe 0-1800мкм BENETECH GM28;ok;13094.00;13094.00;+0.00%;16300.00;14890.00;-8.65%;13.71%;Толщиномеры;Так;*;Ні;
GM300;Безконтактний інфрачервоний термометр (пірометр) -50-450° C ;ok;843.00;843.00;+0.00%;5370.00;970.00;-81.94%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 81.9%
GM300E;Безконтактний інфрачервоний термометр (пірометр) -50-420° C ;ok;719.00;719.00;+0.00%;2090.00;830.00;-60.29%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 60.3%
GM300H;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;852.00;852.00;+0.00%;1090.00;980.00;-10.09%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
GM3110;Вимірювач поверхневого опору BENETECH GM3110;ok;1165.00;1165.00;+0.00%;1700.00;1350.00;-20.59%;15.51%;Омметры;Ні;*;Так;відсутній у фіді + подешевшало на 20.6%
GM3120;Тестер електромагнітного випромінювання (1-1999В/м 0.01-99,9;ok;1364.00;1364.00;+0.00%;1720.00;1560.00;-9.30%;13.81%;Кабельные тестеры, wi-fi тестеры;Так;*;Ні;
GM3123;Мегаомметр (0-99,9 ГΩ) BENETECH GM3123;ok;6259.00;6259.00;+0.00%;7800.00;7230.00;-7.31%;15.51%;Омметры;Ні;*;Так;відсутній у фіді
GM3125;Мегаомметр (0-1000 ГΩ) BENETECH GM3125;ok;9808.00;9808.00;+0.00%;12210.00;11330.00;-7.21%;15.51%;Омметры;Ні;*;Так;відсутній у фіді
GM320;Безконтактний інфрачервоний термометр (пірометр) -50-380° C ;ok;393.00;393.00;+0.00%;1080.00;460.00;-57.41%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 57.4%
GM321;Безконтактний інфрачервоний термометр (пірометр) -50-400° C ;ok;668.00;668.00;+0.00%;860.00;770.00;-10.47%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM333;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;581.00;581.00;+0.00%;750.00;670.00;-10.67%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
