cat	catName	code	attr	type	source	value	sku
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції грудей	SO6686
9466	Вібратори	3106	Вид	select	none		SO6686
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6686
9466	Вібратори	13037	Конструкція	select	none		SO6686
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6686
9466	Вібратори	9977	Кілька насадок	select	binary		SO6686
9466	Вібратори	12731	Матеріал	select	prom-inval	Силікон | ABS-пластик	SO6686
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6686
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX4	SO6686
9466	Вібратори	11367	Телескопічний	select	binary		SO6686
9458	Фетиш та BDSM	12731	Матеріал	select	prom-inval	підходить для тривалого використання; об єм регулюється за допомогою застібки-ли	SO3739
9458	Фетиш та BDSM	13948	Тип товару	select	db	бандаж/фіксатор	SO3739
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	120	SO6166
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO6166
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	db	магнітний замок для вібратора	SO6943
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	none		SO6943
9526	Аксесуари до інтимних іграшок	2845	Колір	select	db	синій	SO6943
9480	Фалоімітатори	13039	Вид	select	db	реалістичні	SO5967
7216	Еротична білизна	13949	Стать	select	none		SO3445
7216	Еротична білизна	13948	Тип товару	select	db-inval	бандаж/фіксатор	SO3445
7216	Еротична білизна	12923	Розмір	select	none		SO3445
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5199
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5199
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	ash, blue, крем	SO8997
9480	Фалоімітатори	13039	Вид	select	db	реалістичні	SO6031
9550	Анальний душ	78	Колір виробника	multiselect	none		SO6642
9550	Анальний душ	757	Довжина шланга	float	none		SO6642
9632	Олія для еротичного масажу	15744	Аромат	select	db	троянда	SO4807
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4807
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4807
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4807
9466	Вібратори	10173	Підігрів	select	binary		SO6726
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6726
9466	Вібратори	3106	Вид	select	text	реалістичні	SO6726
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6726
9466	Вібратори	13037	Конструкція	select	none		SO6726
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	застосун	SO6726
9466	Вібратори	9977	Кілька насадок	select	binary		SO6726
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6726
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6726
9466	Вібратори	11367	Телескопічний	select	binary		SO6726
9460	Еротичні приколи та сувеніри	12731	Матеріал	select	prom-inval	картон Висота коробки: 20 мм Ширина коробки: 60 мм Довжина коробки: 90 мм	SO5890
9458	Фетиш та BDSM	12731	Матеріал	select	none		SO6071
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO6071
9620	Аксесуари для мастурбаторів	15298	Тип аксесуару	select	db	кабель	SO6949
9620	Аксесуари для мастурбаторів	78	Колір виробника	multiselect	none		SO6949
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5453
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5453
9466	Вібратори	10173	Підігрів	select	binary		SO4959
9466	Вібратори	3369	Призначення	select	prom-inval	для покращення ерекції	SO4959
9466	Вібратори	3106	Вид	select	none		SO4959
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO4959
9466	Вібратори	13037	Конструкція	select	none		SO4959
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO4959
9466	Вібратори	9977	Кілька насадок	select	binary		SO4959
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO4959
9466	Вібратори	11953	Водонепроникний	select	binary		SO4959
9466	Вібратори	11367	Телескопічний	select	binary		SO4959
7216	Еротична білизна	13949	Стать	select	none		SO7011
7216	Еротична білизна	13948	Тип товару	select	db-inval	бандаж/фіксатор	SO7011
7216	Еротична білизна	12923	Розмір	select	none		SO7011
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5962
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5962
9466	Вібратори	3106	Вид	select	db	нереалістичні	SO5533
9466	Вібратори	3103	Тип приладу	select	db	віброкулі	SO5533
9466	Вібратори	4212	Кількість режимів роботи	select	db-inval	160	SO5533
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	db	насадка	SO4566
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	none		SO4566
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO4566
9616	Аксесуари для страпонів	78	Колір виробника	multiselect	text-many	100, ash, blue	SO6825
9472	Мастурбатори	12731	Матеріал	select	prom-inval	Корпус поліетилен	SO6595
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, ink, pink	SO5560
9458	Фетиш та BDSM	12731	Матеріал	select	db	бамбук	SO7008
9458	Фетиш та BDSM	13948	Тип товару	select	db	ляпалка/тоуза	SO7008
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO4494
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4494
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4494
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4494
9620	Аксесуари для мастурбаторів	15298	Тип аксесуару	select	text	адаптер	SO7122
9620	Аксесуари для мастурбаторів	15300	Основний матеріал	select	none		SO7122
9620	Аксесуари для мастурбаторів	78	Колір виробника	multiselect	text-many	117, ash, крем	SO7122
9466	Вібратори	10173	Підігрів	select	binary		SO7033
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO7033
9466	Вібратори	3106	Вид	select	none		SO7033
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO7033
9466	Вібратори	13037	Конструкція	select	none		SO7033
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO7033
9466	Вібратори	9977	Кілька насадок	select	binary		SO7033
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO7033
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX6	SO7033
9466	Вібратори	11367	Телескопічний	select	binary		SO7033
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO5637
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO5637
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO5637
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO5637
9632	Олія для еротичного масажу	15754	Їстівна формула	select	db	Так	SO5637
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO5637
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO5637
9632	Олія для еротичного масажу	15750	Зволожуючий	select	binary		SO5637
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO5637
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO5637
9632	Олія для еротичного масажу	15743	Стать	select	none		SO5637
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	150	SO5637
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO5637
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SO5637
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO5637
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO5637
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO5637
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO5637
9620	Аксесуари для мастурбаторів	15298	Тип аксесуару	select	text	рукав	SO5413
9620	Аксесуари для мастурбаторів	15300	Основний матеріал	select	none		SO5413
9620	Аксесуари для мастурбаторів	78	Колір виробника	multiselect	text-many	ash, кава, натура	SO5413
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO2442
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	вагінальні	SO2442
9448	Догляд за секс-іграшками	14036	Дія	select	db	антибактеріальна дезінфекція	SO5729
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	спрей	SO5729
9484	Анальні пробки	13948	Тип товару	select	none		SO4527
9484	Анальні пробки	11579	Вібрація	select	binary		SO4527
9484	Анальні пробки	11098	Тип живлення	select	none		SO4527
9484	Анальні пробки	12891	Форма	select	none		SO4527
9484	Анальні пробки	10173	Підігрів	select	binary		SO4527
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO5743
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO5743
9458	Фетиш та BDSM	12731	Матеріал	select	text	віск	SO5953
9458	Фетиш та BDSM	13948	Тип товару	select	none		SO5953
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO3937
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO3937
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO3937
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO3937
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO6120
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO6120
9466	Вібратори	10173	Підігрів	select	binary		SO6108
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6108
9466	Вібратори	3106	Вид	select	none		SO6108
9466	Вібратори	3103	Тип приладу	select	none		SO6108
9466	Вібратори	13037	Конструкція	select	none		SO6108
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6108
9466	Вібратори	9977	Кілька насадок	select	binary		SO6108
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6108
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6108
9466	Вібратори	11367	Телескопічний	select	binary		SO6108
9466	Вібратори	10173	Підігрів	select	binary		SO6114
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6114
9466	Вібратори	3106	Вид	select	none		SO6114
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6114
9466	Вібратори	13037	Конструкція	select	text	двосторонні	SO6114
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6114
9466	Вібратори	9977	Кілька насадок	select	binary		SO6114
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6114
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6114
9466	Вібратори	11367	Телескопічний	select	binary		SO6114
9466	Вібратори	10173	Підігрів	select	binary		SO6550
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6550
9466	Вібратори	9977	Кілька насадок	select	binary		SO6550
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6550
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX4	SO6550
9466	Вібратори	11367	Телескопічний	select	binary		SO6550
9466	Вібратори	10173	Підігрів	select	binary		SO6113
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6113
9466	Вібратори	3106	Вид	select	none		SO6113
9466	Вібратори	3103	Тип приладу	select	none		SO6113
9466	Вібратори	13037	Конструкція	select	none		SO6113
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary-hint	смартфон	SO6113
9466	Вібратори	9977	Кілька насадок	select	binary		SO6113
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6113
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6113
9466	Вібратори	11367	Телескопічний	select	binary		SO6113
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO3839
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO3839
9472	Мастурбатори	12731	Матеріал	select	db-inval	ніжніше ніжного! він охопить пеніс з усіх боків, немов солодкий дівочий ротик; в	SO5521
9472	Мастурбатори	3106	Вид	select	db	нереалістичні	SO5521
9472	Мастурбатори	12731	Матеріал	select	prom-inval	Поліуретан	SO7043
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SO6358
9632	Олія для еротичного масажу	15744	Аромат	select	db	без аромату	SO4812
9632	Олія для еротичного масажу	15743	Стать	select	db	унісекс	SO4812
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	240	SO4812
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO4812
9466	Вібратори	10173	Підігрів	select	binary		SO6549
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6549
9466	Вібратори	3106	Вид	select	none		SO6549
9466	Вібратори	3103	Тип приладу	select	none		SO6549
9466	Вібратори	13037	Конструкція	select	none		SO6549
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6549
9466	Вібратори	9977	Кілька насадок	select	binary		SO6549
9466	Вібратори	12731	Матеріал	select	prom-inval	Силікон, АБС-пластик	SO6549
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6549
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX4	SO6549
9466	Вібратори	11367	Телескопічний	select	binary		SO6549
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SO6359
9484	Анальні пробки	11579	Вібрація	select	binary		SO2960
9484	Анальні пробки	11098	Тип живлення	select	none		SO2960
9484	Анальні пробки	12891	Форма	select	none		SO2960
9484	Анальні пробки	10173	Підігрів	select	binary		SO2960
9484	Анальні пробки	12731	Матеріал	select	prom-inval	Акрил	SO6307
5116	Менструальні чаші	12097	Базовий колір	multiselect	none		SO3586
5116	Менструальні чаші	5406	Ароматизовані	select	binary		SO3586
5116	Менструальні чаші	78	Колір виробника	multiselect	none		SO3586
5116	Менструальні чаші	1098	Об'єм	float	db-num	15	SO3586
5116	Менструальні чаші	2847	Кількість в упаковці	float	none		SO3586
5116	Менструальні чаші	5408	Розмір	multiselect	none		SO3586
9628	Засоби для орального сексу	15766	Аромат	select	db	без аромату	SO4947
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO4947
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO4947
9628	Засоби для орального сексу	15765	Смак	select	db	без смаку	SO4947
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO4947
5116	Менструальні чаші	12097	Базовий колір	multiselect	none		FM30541
5116	Менструальні чаші	5406	Ароматизовані	select	binary		FM30541
5116	Менструальні чаші	78	Колір виробника	multiselect	text-many	100, mint, агат	FM30541
5116	Менструальні чаші	1098	Об'єм	float	none		FM30541
5116	Менструальні чаші	2847	Кількість в упаковці	float	none		FM30541
5116	Менструальні чаші	5408	Розмір	multiselect	none		FM30541
9468	Секс-ляльки	5223	Анальний отвір	select	binary		SO1269
9468	Секс-ляльки	5414	Тип фігури	select	none		SO1269
9468	Секс-ляльки	6092	Позиція тіла	select	none		SO1269
9468	Секс-ляльки	6303	Тип ляльки	select	none		SO1269
9468	Секс-ляльки	6151	Стать ляльки	select	none		SO1269
9468	Секс-ляльки	4251	Сенсорне реагування	select	binary		SO1269
9468	Секс-ляльки	4793	Звукові ефекти	select	binary		SO1269
9468	Секс-ляльки	5255	Вагінальний отвір	select	binary		SO1269
9468	Секс-ляльки	5262	Колір волосся	select	none		SO1269
9468	Секс-ляльки	5024	Сумісність з VR	select	binary		SO1269
9468	Секс-ляльки	5181	Статевий член	select	binary		SO1269
9468	Секс-ляльки	5197	Оральний отвір	select	binary		SO1269
9460	Еротичні приколи та сувеніри	13948	Тип товару	select	db	мило	SO6365
9466	Вібратори	3369	Призначення	select	none		SO6090
9466	Вібратори	3106	Вид	select	none		SO6090
9466	Вібратори	3103	Тип приладу	select	none		SO6090
9466	Вібратори	13037	Конструкція	select	none		SO6090
9466	Вібратори	9977	Кілька насадок	select	binary		SO6090
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6090
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6090
9466	Вібратори	11367	Телескопічний	select	binary		SO6090
9466	Вібратори	10173	Підігрів	select	binary		SO6543
9466	Вібратори	3369	Призначення	select	prom-inval	для покращення ерекції	SO6543
9466	Вібратори	3106	Вид	select	none		SO6543
9466	Вібратори	3103	Тип приладу	select	text	вакуумний стимулятор	SO6543
9466	Вібратори	13037	Конструкція	select	none		SO6543
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6543
9466	Вібратори	9977	Кілька насадок	select	binary		SO6543
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6543
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX4	SO6543
9466	Вібратори	11367	Телескопічний	select	binary		SO6543
9466	Вібратори	3369	Призначення	select	text	анальні	SO6717
9466	Вібратори	3106	Вид	select	none		SO6717
9466	Вібратори	3103	Тип приладу	select	none		SO6717
9466	Вібратори	13037	Конструкція	select	none		SO6717
9466	Вібратори	9977	Кілька насадок	select	binary		SO6717
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6717
9466	Вібратори	11367	Телескопічний	select	binary		SO6717
9628	Засоби для орального сексу	15766	Аромат	select	db	кавовий	SO7132
9628	Засоби для орального сексу	15743	Стать	select	db	унісекс	SO7132
9628	Засоби для орального сексу	15763	Тип	select	db	гель	SO7132
9628	Засоби для орального сексу	15765	Смак	select	db	полуниця	SO7132
9628	Засоби для орального сексу	15774	Тип упаковки	select	db	пляшка з дозатором	SO7132
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO2939
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO2939
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO2939
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO2939
9632	Олія для еротичного масажу	15754	Їстівна формула	select	db	Так	SO2939
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO2939
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO2939
9632	Олія для еротичного масажу	15750	Зволожуючий	select	db	Так	SO2939
9632	Олія для еротичного масажу	15749	Збуджуючий	select	db	Так	SO2939
9632	Олія для еротичного масажу	15744	Аромат	select	none		SO2939
9632	Олія для еротичного масажу	15743	Стать	select	none		SO2939
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	150	SO2939
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO2939
9632	Олія для еротичного масажу	15745	Зігріваючий	select	binary		SO2939
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO2939
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO2939
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO2939
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO2939
9484	Анальні пробки	13948	Тип товару	select	text	анальна пробка-ялинка	SO2785
9484	Анальні пробки	11579	Вібрація	select	binary		SO2785
9484	Анальні пробки	11098	Тип живлення	select	none		SO2785
9484	Анальні пробки	12731	Матеріал	select	prom-inval	ПВХ	SO2785
9484	Анальні пробки	12891	Форма	select	prom-inval	конусна	SO2785
9484	Анальні пробки	10173	Підігрів	select	binary		SO2785
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	ash, red, sil	SO5561
9526	Аксесуари до інтимних іграшок	2845	Колір	select	text-many	зелений, рожевий	SO5561
7216	Еротична білизна	13949	Стать	select	none		SO2341
7216	Еротична білизна	13948	Тип товару	select	prom-inval	набір	SO2341
7216	Еротична білизна	12923	Розмір	select	none		SO2341
7216	Еротична білизна	13949	Стать	select	none		SO6709
7216	Еротична білизна	13948	Тип товару	select	db-inval	бандаж/фіксатор	SO6709
7216	Еротична білизна	12923	Розмір	select	none		SO6709
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SO1272
9472	Мастурбатори	12731	Матеріал	select	db-inval	ніжніше ніжного! він охопить пеніс з усіх боків, немов солодкий дівочий ротик; в	SO5520
9472	Мастурбатори	3106	Вид	select	db	нереалістичні	SO5520
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	none		DX-SB
9526	Аксесуари до інтимних іграшок	14747	Основний матеріал	select	none		DX-SB
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	text-many	тан, іній	DX-SB
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		DX-SB
3141	Сіль для ванни	2856	Стать	multiselect	none		SO2540
3141	Сіль для ванни	51	Вид	multiselect	text	сіль	SO2540
3141	Сіль для ванни	2854	Призначення	multiselect	text	для ванн	SO2540
3141	Сіль для ванни	150	Вага	float	none		SO2540
3141	Сіль для ванни	9502	Клас косметики	multiselect	none		SO2540
3141	Сіль для ванни	6687	Аромат	multiselect	none		SO2540
9470	Ерекційні кільця	13037	Конструкція	select	prom-inval	односторонні	SO6121
9470	Ерекційні кільця	3369	Призначення	select	prom-inval	кліторні	SO6121
9480	Фалоімітатори	11953	Водонепроникний	select	binary		SO4613
9480	Фалоімітатори	11579	Вібрація	select	binary		SO4613
9480	Фалоімітатори	13039	Вид	select	none		SO4613
9480	Фалоімітатори	13037	Конструкція	select	text	двосторонні	SO4613
9480	Фалоімітатори	11988	Кріплення на присоску	select	binary		SO4613
9632	Олія для еротичного масажу	15758	Без ароматизаторів	select	binary		SO2365
9632	Олія для еротичного масажу	15757	Без гліцерину	select	binary		SO2365
9632	Олія для еротичного масажу	15756	Без парабенів	select	binary		SO2365
9632	Олія для еротичного масажу	15755	Органічний продукт	select	binary		SO2365
9632	Олія для еротичного масажу	15753	Антистресовий	select	binary		SO2365
9632	Олія для еротичного масажу	15752	Пом'якшуючий	select	binary		SO2365
9632	Олія для еротичного масажу	15750	Зволожуючий	select	binary		SO2365
9632	Олія для еротичного масажу	15749	Збуджуючий	select	binary		SO2365
9632	Олія для еротичного масажу	15744	Аромат	select	text-many	ваніль, кокос, полуниця	SO2365
9632	Олія для еротичного масажу	15743	Стать	select	none		SO2365
9632	Олія для еротичного масажу	15742	Об’єм	select	prom-inval	30	SO2365
9632	Олія для еротичного масажу	15741	Кількість	select	text	набір	SO2365
9632	Олія для еротичного масажу	15746	Охолоджуючий	select	binary		SO2365
9632	Олія для еротичного масажу	15747	Розслаблюючий	select	binary		SO2365
9632	Олія для еротичного масажу	15748	Тонізуючий	select	binary		SO2365
9632	Олія для еротичного масажу	15759	З феромонами	select	binary		SO2365
9466	Вібратори	10173	Підігрів	select	binary		SO6712
9466	Вібратори	3369	Призначення	select	prom-inval	для стимуляції вульви	SO6712
9466	Вібратори	3106	Вид	select	none		SO6712
9466	Вібратори	3103	Тип приладу	select	none		SO6712
9466	Вібратори	13037	Конструкція	select	none		SO6712
9466	Вібратори	10210	Керування через застосунок (Smart)	select	binary		SO6712
9466	Вібратори	9977	Кілька насадок	select	binary		SO6712
9466	Вібратори	11988	Кріплення на присоску	select	binary		SO6712
9466	Вібратори	11953	Водонепроникний	select	db-inval	IPX7	SO6712
9466	Вібратори	11367	Телескопічний	select	binary		SO6712
3142	Піна для ванни	2856	Стать	multiselect	none		SO2543
3142	Піна для ванни	2854	Призначення	multiselect	none		SO2543
3142	Піна для ванни	1098	Об'єм	float	db-num	575 г	SO2543
3142	Піна для ванни	51	Вид	multiselect	none		SO2543
3142	Піна для ванни	9502	Клас косметики	multiselect	none		SO2543
9470	Ерекційні кільця	9698	Текстура поверхні	select	db	гладка	BM-PR-03
9470	Ерекційні кільця	13037	Конструкція	select	db	одинарні	BM-PR-03
9470	Ерекційні кільця	3369	Призначення	select	db	підтримка ерекції	BM-PR-03
9470	Ерекційні кільця	9695	Тип	select	db	кільце	BM-PR-03
9628	Засоби для орального сексу	15749	Збуджуючий	select	db	Так	SO2546
9628	Засоби для орального сексу	15766	Аромат	select	none		SO2546
9628	Засоби для орального сексу	15768	Посилення чутливості	select	binary		SO2546
9628	Засоби для орального сексу	15769	Посилення слиновиділення	select	binary		SO2546
9628	Засоби для орального сексу	15770	Віброефект	select	binary		SO2546
9628	Засоби для орального сексу	15743	Стать	select	none		SO2546
9628	Засоби для орального сексу	15745	Зігріваючий	select	binary		SO2546
9628	Засоби для орального сексу	15750	Зволожуючий	select	binary		SO2546
9628	Засоби для орального сексу	15754	Їстівна формула	select	db	Так	SO2546
9628	Засоби для орального сексу	15763	Тип	select	none		SO2546
9628	Засоби для орального сексу	15765	Смак	select	none		SO2546
9628	Засоби для орального сексу	15771	Сумісність з презервативами	select	binary		SO2546
9628	Засоби для орального сексу	15772	Сумісність з секс-іграшками	select	binary		SO2546
9628	Засоби для орального сексу	15773	Веганський	select	binary		SO2546
9628	Засоби для орального сексу	15774	Тип упаковки	select	none		SO2546
9628	Засоби для орального сексу	15746	Охолоджуючий	select	binary		SO2546
9628	Засоби для орального сексу	15747	Розслаблюючий	select	binary		SO2546
9628	Засоби для орального сексу	15749	Збуджуючий	select	binary		SO2366
9628	Засоби для орального сексу	15766	Аромат	select	none		SO2366
9628	Засоби для орального сексу	15768	Посилення чутливості	select	binary		SO2366
9628	Засоби для орального сексу	15769	Посилення слиновиділення	select	binary		SO2366
9628	Засоби для орального сексу	15770	Віброефект	select	binary		SO2366
9628	Засоби для орального сексу	15743	Стать	select	none		SO2366
9628	Засоби для орального сексу	15745	Зігріваючий	select	binary		SO2366
9628	Засоби для орального сексу	15750	Зволожуючий	select	binary		SO2366
9628	Засоби для орального сексу	15763	Тип	select	text	гель	SO2366
9628	Засоби для орального сексу	15765	Смак	select	none		SO2366
9628	Засоби для орального сексу	15771	Сумісність з презервативами	select	binary		SO2366
9628	Засоби для орального сексу	15772	Сумісність з секс-іграшками	select	binary		SO2366
9628	Засоби для орального сексу	15773	Веганський	select	binary		SO2366
9628	Засоби для орального сексу	15774	Тип упаковки	select	none		SO2366
9628	Засоби для орального сексу	15747	Розслаблюючий	select	binary		SO2366
9474	Насадки на член	13039	Вид	select	db	нереалістичні	SO1275
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	db	насадка	SO3606
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	none		SO3606
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO3606
9448	Догляд за секс-іграшками	14036	Дія	select	db	догляд та відновлення	F16005
9448	Догляд за секс-іграшками	14024	Тип засобу	select	db	порошок	F16005
9476	Екстендери та помпи	3369	Призначення	select	db	для збільшення члена	SO2911
9476	Екстендери та помпи	5249	Тип помпи	multiselect	db	ручна	SO2911
9468	Секс-ляльки	5223	Анальний отвір	select	binary		SO1267
9468	Секс-ляльки	5414	Тип фігури	select	text	середня	SO1267
9468	Секс-ляльки	6092	Позиція тіла	select	none		SO1267
9468	Секс-ляльки	6303	Тип ляльки	select	none		SO1267
9468	Секс-ляльки	6151	Стать ляльки	select	none		SO1267
9468	Секс-ляльки	4251	Сенсорне реагування	select	binary		SO1267
9468	Секс-ляльки	4793	Звукові ефекти	select	binary		SO1267
9468	Секс-ляльки	5255	Вагінальний отвір	select	binary		SO1267
9468	Секс-ляльки	5262	Колір волосся	select	none		SO1267
9468	Секс-ляльки	5024	Сумісність з VR	select	binary		SO1267
9468	Секс-ляльки	5181	Статевий член	select	binary		SO1267
9468	Секс-ляльки	5197	Оральний отвір	select	binary		SO1267
9632	Олія для еротичного масажу	15744	Аромат	select	db	ваніль	SO3215
9632	Олія для еротичного масажу	15743	Стать	select	db	для чоловіків	SO3215
9632	Олія для еротичного масажу	15742	Об’єм	select	db-inval	125	SO3215
9632	Олія для еротичного масажу	15741	Кількість	select	none		SO3215
9526	Аксесуари до інтимних іграшок	14746	Тип аксесуара	select	db	зарядний кабель	SO7770
9526	Аксесуари до інтимних іграшок	78	Колір виробника	multiselect	none		SO7770
9526	Аксесуари до інтимних іграшок	2845	Колір	select	none		SO7770
